0,-134,-470
0.6866667,-762.8618,-68.01646
1.353333,-762.8618,-68.01646
2.02,-762.8618,-68.01646
2.686667,-763.3173,-66.95579
3.353333,-763.3173,-66.95579
4.02,-765.148,-65.99168
4.686667,-765.0149,-66.86205
5.353333,-764.5159,-68.24945
6.016195,-764.5159,-68.24945
6.682862,-764.5159,-68.24945
7.347831,195.2615,-238.8286
7.992013,195.2615,-238.8286
8.645811,195.2615,-238.8286
9.301594,195.2615,-238.8286
9.951953,195.2615,-238.8286
10.61471,195.2615,-238.8286
11.25841,195.2615,-238.8286
11.92508,195.2615,-238.8286
12.59174,195.2615,-238.8286
13.22387,195.2615,-238.8286
13.88357,194.9271,-237.703
14.54646,195.0724,-236.5484
15.21312,195.2375,-235.3141
15.87979,197.0778,-233.652
16.54646,197.0778,-233.652
17.21313,197.0778,-233.652
17.87979,197.0778,-233.652
18.53335,197.0778,-233.652
19.19828,197.0778,-233.652
19.86495,197.0778,-233.652
20.53162,197.0778,-233.652
21.19828,197.0778,-233.652
21.86495,197.0778,-233.652
22.53162,197.0778,-233.652
23.19828,197.0778,-233.652
23.86495,197.0778,-233.652
24.53162,197.0778,-233.652
25.19828,197.0778,-233.652
25.86495,197.0778,-233.652
26.53162,197.0778,-233.652
27.19828,197.5229,-233.6966
27.86495,197.9608,-233.9699
28.51778,198.9473,-234.7601
29.14932,197.3823,-235.9977
29.81599,193.8402,-236.5579
30.48266,189.9741,-236.2264
31.14093,186.1548,-235.8988
31.8076,182.2115,-235.5606
32.47112,182.2115,-235.5606
33.11727,181.0129,-235.2967
33.78394,177.8359,-237.0629
34.44718,175.1319,-239.5633
35.10561,172.3612,-242.1255
35.77228,172.3612,-242.1255
36.43381,172.3612,-242.1255
37.09691,172.3612,-242.1255
37.76358,171.4802,-242.9402
38.41736,171.4802,-242.9402
39.08403,171.4802,-242.9402
39.74688,171.4802,-242.9402
40.4013,171.4802,-242.9402
41.06797,171.4802,-242.9402
41.72395,171.4802,-242.9402
42.38369,171.4802,-242.9402
43.05035,171.4802,-242.9402
43.71015,171.4802,-242.9402
44.37651,171.4802,-242.9402
45.04317,171.4802,-242.9402
45.68735,171.4802,-242.9402
46.35402,171.4802,-242.9402
47.02069,168.5505,-245.6494
47.66684,168.5505,-245.6494
48.33351,168.5505,-245.6494
49.00018,168.5505,-245.6494
49.66661,168.5505,-245.6494
50.33327,168.5505,-245.6494
50.99264,168.5505,-245.6494
51.6593,168.5505,-245.6494
52.32597,168.5505,-245.6494
52.97852,168.5505,-245.6494
53.64518,168.5505,-245.6494
54.31185,168.5505,-245.6494
54.97566,168.5505,-245.6494
55.64233,168.5505,-245.6494
56.309,168.5505,-245.6494
56.96883,168.5505,-245.6494
57.63549,168.5505,-245.6494
58.30216,168.5505,-245.6494
58.96125,168.5505,-245.6494
59.62791,168.5505,-245.6494
60.28764,168.5505,-245.6494
60.95227,168.5505,-245.6494
61.61893,168.5505,-245.6494
62.27352,168.5505,-245.6494
62.94019,168.5505,-245.6494
63.60685,168.5505,-245.6494
64.26334,168.5505,-245.6494
64.93002,168.5505,-245.6494
65.59668,168.5505,-245.6494
66.2612,168.5505,-245.6494
66.92786,168.5505,-245.6494
67.59007,168.5505,-245.6494
68.24951,168.5505,-245.6494
68.91618,168.5505,-245.6494
69.56995,168.5505,-245.6494
70.23661,168.5505,-245.6494
70.90327,168.5505,-245.6494
71.56995,168.5505,-245.6494
72.23661,168.5505,-245.6494
72.90163,168.5505,-245.6494
73.55675,168.5505,-245.6494
74.22341,168.5505,-245.6494
74.89008,168.5505,-245.6494
75.55675,168.5505,-245.6494
76.22341,168.5505,-245.6494
76.8819,168.5505,-245.6494
77.54857,168.5505,-245.6494
78.21523,168.5505,-245.6494
78.87428,168.5505,-245.6494
79.54095,168.5505,-245.6494
80.20393,168.5505,-245.6494
80.8706,168.5505,-245.6494
81.53727,168.5505,-245.6494
82.19934,168.5505,-245.6494
82.866,168.5505,-245.6494
83.53268,168.5505,-245.6494
84.19743,168.5505,-245.6494
84.8641,168.5505,-245.6494
85.52998,168.5505,-245.6494
86.19666,168.5505,-245.6494
86.86332,168.5505,-245.6494
87.51943,168.5505,-245.6494
88.1861,168.5505,-245.6494
88.85276,168.5505,-245.6494
89.51721,168.5505,-245.6494
90.18388,168.5505,-245.6494
90.85054,168.5505,-245.6494
91.51183,168.5505,-245.6494
92.1785,168.5505,-245.6494
92.84516,168.5505,-245.6494
93.51032,168.5505,-245.6494
94.17699,168.5505,-245.6494
94.83721,168.5505,-245.6494
95.50018,168.5505,-245.6494
96.16684,168.5505,-245.6494
96.8335,168.5505,-245.6494
97.50018,168.5505,-245.6494
98.16684,168.5505,-245.6494
98.83221,168.5505,-245.6494
99.49648,168.5505,-245.6494
100.1631,168.5505,-245.6494
100.8225,168.5505,-245.6494
101.4892,168.5505,-245.6494
102.1549,168.5505,-245.6494
102.8139,168.5505,-245.6494
103.4806,168.5505,-245.6494
104.1397,168.5505,-245.6494
104.8064,168.5505,-245.6494
105.473,168.5505,-245.6494
106.1382,168.5505,-245.6494
106.8049,168.5505,-245.6494
107.4715,168.5505,-245.6494
108.1382,168.5505,-245.6494
108.8019,168.5505,-245.6494
109.4686,168.5505,-245.6494
110.1352,165.7414,-248.247
110.7948,163.3595,-250.6713
111.4615,159.9216,-251.839
112.1282,156.2334,-253.0917
112.7931,152.5421,-254.3455
113.4597,148.7995,-255.6167
114.1236,145.0291,-256.8973
114.7903,141.2422,-258.1835
115.457,137.4554,-259.4698
116.1077,133.7591,-260.7252
116.7744,129.9722,-262.0115
117.441,126.1853,-263.2977
118.1049,122.414,-264.5787
118.7716,118.6347,-265.8623
119.431,114.9192,-267.1243
120.0914,114.9192,-267.1243
120.7581,114.9192,-267.1243
121.4202,114.9192,-267.1243
122.0859,113.0399,-267.7627
122.7525,109.5059,-268.963
123.4153,106.3122,-269.842
124.082,103.703,-272.7299
124.7486,101.1957,-275.505
125.4055,98.65893,-278.3128
126.0673,96.20725,-281.0264
126.7302,93.62566,-283.2895
127.3968,91.64297,-283.2957
128.0635,87.79989,-283.3076
128.7216,87.79989,-283.3076
129.3882,86.59989,-283.3113
130.0542,86.59989,-283.3113
130.7108,86.59989,-283.3113
131.3775,86.59989,-283.3113
132.0442,86.59989,-283.3113
132.705,86.59989,-283.3113
133.3717,86.59989,-283.3113
134.0291,86.59989,-283.3113
134.6854,84.6004,-283.3175
135.3521,80.7343,-283.3295
136.0139,80.7343,-283.3295
136.6752,78.3,-283.6127
137.3419,77.76912,-286.4132
137.9814,79.91787,-289.4495
138.6376,82.05166,-292.4645
139.2816,83.2319,-295.2966
139.9167,83.67686,-298.9211
140.58,84.28513,-301.9571
141.2215,87.58492,-303.8771
141.8419,90.79532,-305.7452
142.4922,94.06112,-307.6455
143.1271,97.09148,-309.4088
143.7926,100.0358,-311.3103
144.4592,103.189,-310.9538
145.1203,106.7566,-309.4996
145.7793,110.4036,-308.0131
146.4459,114.0935,-306.509
147.1022,117.7267,-305.0281
147.7688,121.4188,-303.5232
148.4307,125.0902,-302.0267
149.0861,128.7187,-300.5477
149.7528,132.3867,-299.0526
150.4096,135.9694,-297.5923
151.0716,139.5487,-296.1334
151.7383,143.153,-294.6642
152.3921,146.5885,-293.2639
153.0379,149.9802,-291.8815
153.7046,153.3742,-290.498
154.3551,156.6404,-289.1667
155.0218,159.8928,-287.841
155.6824,163.1076,-287.1092
156.3361,166.9827,-287.2326
157.0028,170.9371,-287.3585
157.6597,174.6382,-287.4764
158.2757,178.1355,-287.5878
158.9423,181.8441,-287.7059
159.6058,185.3879,-287.1745
160.2644,188.8943,-285.7615
160.9207,192.3446,-284.3712
161.5873,196.0165,-282.8915
162.254,199.6885,-281.4119
162.9207,203.3305,-279.9443
163.5844,206.8138,-278.5406
164.251,210.1346,-277.2025
164.916,212.6635,-276.4326
165.5338,215.4989,-278.7108
166.162,218.4877,-280.368
166.7847,221.1906,-282.5397
167.3889,223.7716,-284.6135
168.0185,226.4969,-286.607
168.6528,228.2047,-289.7226
169.2956,230.0486,-293.0865
169.9408,231.9081,-296.4789
170.5702,233.7235,-299.7908
171.1983,235.5349,-303.0954
171.829,237.3537,-306.4137
172.4593,239.1714,-309.7298
173.0668,240.9234,-312.9261
173.6991,242.7434,-316.2465
174.3183,244.5213,-319.49
174.9328,246.1913,-322.5366
175.5733,247.9565,-325.4314
176.1963,247.6615,-328.3654
176.8259,246.4387,-331.6288
177.462,245.2323,-334.8482
178.0904,244.0416,-338.0259
178.7199,242.4413,-340.6359
